ID,Rating,Paygrade,Exam_Area,Subject,Concentration,Question,Answer_A,Answer_B,Answer_C,Answer_D,Correct_Answer,Source_Manual,Source_File,Source_URL,Page,Manual_Edition,Verbatim_Quote,Quote_Verified,Check_Notes,Judge_Verdict,Judge_Notes
ADV054,PS,E-6,Education Services,Final Multiple Score,Final Multiple Score Computation,What is the maximum SIPG or DSPG points for an E-6 candidate?,3,1,2,4,A,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=17,17,"1430.16H, 21 Jan 2026",Maximum E-5 SIPG or DSPG points are 2. Maximum E-6 SIPG or DSPG points are 3.,PASS,Found on stated page.,PASS,
ADV055,PS,E-7,Education Services,Selection Boards,Selection Board Process,By when must an SSB request be received by PERS-803?,No later than 1 year after board results were made public,No later than 3 years after board results were made public,No later than 2 years after board results were made public,There is no deadline,C,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=19,19,"1430.16H, 21 Jan 2026",All requests for SSBs must be received by PERS-803 no later than 2 years after the date the contested board results were made public.,PASS,Found on stated page.,PASS,
ADV056,PS,E-7,Manning & Manpower Management,Billet-Based Advancement,Senior Enlisted Marketplace,How must a successfully screened E-7 through E-9 candidate advance to the next pay grade?,By completing PMK-EE,By being aligned to a billet in the next higher pay grade via MyNavy Assignment,By CO endorsement,Automatically on the board release date,B,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=19,19,"1430.16H, 21 Jan 2026","successfully screened E-7, E-8, and E-9 candidates must be aligned to a billet in the next higher pay grade via MyNavy Assignment (MNA)",PASS,Found on stated page.,PASS,
ADV057,PS,E-6,Education Services,Selection Boards,Limited Duty Officer Program Exams,What must an E-6 do before submitting a package for the LDO selection board?,Pass the E-7 exam,Complete the Senior Enlisted Academy,Be frocked to E-7,Complete CPO-LDC,A,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=19,19,"1430.16H, 21 Jan 2026",E-6 personnel must pass the E-7 exam prior to submitting a package for the LDO selection board.,PASS,Found on stated page.,PASS,
ADV058,PS,E-5,Education Services,Advancement System Overview,Exception to Policy Requests,To whom must all ETP requests be addressed?,PERS-803,NETPDC N321,"Director, Military Personnel Plans and Policy (N13)",The type commander,C,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=23,23,"1430.16H, 21 Jan 2026","All ETP requests must be addressed to the Director, Military Personnel Plans and Policy (N13).",PASS,Found on stated page.,PASS,
ADV059,PS,E-5,Education Services,Advancement System Overview,Exception to Policy Requests,What is the ETP submission deadline?,3 months after the advancement cycle limiting date,Before the exam date,1 year after the advancement cycle limiting date,6 months after the advancement cycle limiting date,D,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=23,23,"1430.16H, 21 Jan 2026",The ETP submission deadline is 6 months after the advancement cycle limiting date.,PASS,Found on stated page.,PASS,
ADV060,PS,E-5,Education Services,Advancement System Overview,Exception to Policy Requests,What is required for an ETP submitted more than 6 months after the advancement cycle limiting date?,A new NAVADMIN,A BCNR submission,A flag endorsement,An IG complaint,B,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=23,23,"1430.16H, 21 Jan 2026",ETP requests submitted later than 6 months after the advancement cycle limiting date requires a BCNR submission.,PASS,Found on stated page.,PASS,
ADV061,PS,E-7,Education Services,Advancement System Overview,Exception to Policy Requests,When must E-7 ETP requests be received?,4 weeks prior to the regularly scheduled E-7 selection board,Any time before results release,8 weeks prior to the board,2 weeks prior to the E-7 selection board,A,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=23,23,"1430.16H, 21 Jan 2026",E-7 ETP requests must be received 4 weeks prior to the regularly scheduled E-7 selection board.,PASS,Found on stated page.,PASS,
ADV062,PS,E-7,Education Services,Advancement System Overview,Exception to Policy Requests,What endorsement must a SEM ETP include?,The command master chief,The immediate CO only,A positive endorsement from the first flag officer in the chain of command,PERS-803 concurrence,C,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=23,23,"1430.16H, 21 Jan 2026",SEM ETPs must include a positive endorsement from the first flag officer in the chain of command,PASS,Found on stated page.,PASS,
ADV063,PS,E-5,Education Services,Advancement Eligibility,General Eligibility Requirements,What is the most important advancement eligibility requirement?,PMK-EE completion,Time in rate,The CO/OIC recommendation,The exam standard score,C,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=25,25,"1430.16H, 21 Jan 2026",The CO/OIC recommendation is the most important advancement eligibility requirement.,PASS,Found on stated page.,PASS,
ADV064,PS,E-5,Education Services,Advancement Eligibility,General Eligibility Requirements,What is the sole source of the recommendation for advancement?,The command advancement board,The most recent evaluation,The PSR,The ESR,B,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=25,25,"1430.16H, 21 Jan 2026",The most recent evaluation is the sole source of recommendation for advancement.,PASS,Found on stated page.,PASS,
ADV065,PS,E-5,Education Services,Advancement Eligibility,General Eligibility Requirements,May a CO or OIC delegate the recommendation for advancement?,"Yes, to the CMC","Yes, to the XO",No,"Yes, to the department head",C,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=25,25,"1430.16H, 21 Jan 2026",CO’s and OIC’s recommendations for advancement cannot be delegated.,PASS,Found on stated page.,PASS,
ADV066,PS,E-5,Education Services,Advancement Eligibility,General Eligibility Requirements,On what grounds may advancement be withheld?,For lack of observation only,Only for disciplinary action,"For cause, but not for lack of observation",For any reason at the CO's discretion,C,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=25,25,"1430.16H, 21 Jan 2026","Advancement may be withheld for cause, but not for lack of observation.",PASS,Found on stated page.,PASS,
ADV067,PS,E-7,Education Services,Advancement Eligibility,General Eligibility Requirements,"For E-7 candidates, what is the first day of the exam administration cycle?",1 March of the year of the exam,1 September of the year of the exam,1 January of the year of the exam,1 July of the year of the exam,B,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=26,26,"1430.16H, 21 Jan 2026","For E-7 candidates, the first day of the exam administration cycle is 1 September of the year of the exam.",PASS,Found on stated page.,PASS,
ADV068,PS,E-8,Education Services,Advancement Eligibility,General Eligibility Requirements,"For E-8 and E-9 candidates, what is the first day of the administration cycle?",1 July of the year of the board,1 September of the year of the board,1 June of the year of the board,1 January of the year of the board,A,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=26,26,"1430.16H, 21 Jan 2026","For E-8 and E-9 candidates, the first day of the administration cycle is 1 July of the year of the board.",PASS,Found on stated page.,PASS,
ADV069,PS,E-5,Education Services,Advancement Eligibility,Professional Military Knowledge Eligibility Exam,For which pay grades does PMK-EE serve as an exam eligibility requirement?,E-4 through E-6,E-5 through E-7,E-6 through E-9,E-7 through E-9,B,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=26,26,"1430.16H, 21 Jan 2026",PMK-EE serves as an eligibility requirement to take an NWAE or RKE for advancement to the pay grades of E-5 through E-7,PASS,Found on stated page.,PASS,
ADV070,PS,E-3,Education Services,Advancement Eligibility,Professional Military Knowledge Eligibility Exam,Is there a pay grade requirement for completing PMK-EE for E-5 through E-7?,"Yes, must be E-4 or above","Yes, must be TIR eligible",No,"Yes, must be in the next lower pay grade",C,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=26,26,"1430.16H, 21 Jan 2026",There is no pay grade requirement for completing PMK-EE for E-5 through E-7,PASS,Found on stated page.,PASS,
ADV071,PS,E-5,Education Services,Advancement Eligibility,Professional Military Knowledge Eligibility Exam,How often must a Sailor successfully complete PMK-EE for a given pay grade?,Every two years,Once per pay grade,Every exam cycle,Once per enlistment,B,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=26,26,"1430.16H, 21 Jan 2026",Successful completion of a PMK-EE per pay grade is only required once per pay grade.,PASS,Found on stated page.,PASS,
ADV072,PS,E-5,Education Services,Advancement Eligibility,Professional Military Knowledge Eligibility Exam,Must a Sailor advancing via MAP complete PMK-EE?,Only if advancing to E-6,"No, MAP waives PMK-EE",Only for active duty,"Yes, for the next-higher pay grade prior to advancing",D,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=26,26,"1430.16H, 21 Jan 2026",must successfully complete PMK-EE for the next-higher pay grade prior to advancing,PASS,Found on stated page.,PASS,
ADV073,PS,E-6,Education Services,Advancement Eligibility,Enlisted Leader Development Courses,For which exam pay grades is ELD Course completion an eligibility requirement?,E-4 and E-5,E-7 through E-9,E-5 and E-6,E-6 and E-7,D,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=26,26,"1430.16H, 21 Jan 2026",ELD Course completion is a requirement to take an NWAE or RKE for E-6 and E-7,PASS,Found on stated page.,PASS,
ADV074,PS,E-4,Education Services,Advancement Eligibility,Enlisted Leader Development Courses,Is ELD course completion required for an E-4 to be eligible to advance to E-5?,Only for SELRES,Yes,Only for active duty,No,D,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=26,26,"1430.16H, 21 Jan 2026","ELD courses for Sailors in the pay grade of E-4 will still be available, but not a requirement for eligibility to advance to the pay grade of E-5.",PASS,Found on stated page.,PASS,
ADV075,PS,E-5,Education Services,Advancement Eligibility,Enlisted Leader Development Courses,When may a Sailor attend an ELD course?,During A school,Any time before the exam,Only after advancement is effected,Once wearing the applicable rate; not prior to being frocked or advanced,D,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=26,26,"1430.16H, 21 Jan 2026",All ELD courses are meant to be attended once a Sailor is wearing the applicable rate and cannot be completed prior to being frocked or advanced.,PASS,Found on stated page.,PASS,
ADV076,PS,E-5,Education Services,Advancement Eligibility,Enlisted Leader Development Courses,Which ELD course corresponds to the pay grade of E-5?,Chief Petty Officer Leader Development Course,Advanced Leader Development Course,Intermediate Leader Development Course,Foundational Leader Development Course,C,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=27,27,"1430.16H, 21 Jan 2026",E-5 Intermediate Leader Development Course (ILDC),PASS,Found on stated page.,PASS,
ADV077,PS,E-6,Education Services,Advancement Eligibility,Enlisted Leader Development Courses,Which ELD course corresponds to the pay grade of E-6?,Advanced Leader Development Course,Foundational Leader Development Course,Chief Petty Officer Leader Development Course,Intermediate Leader Development Course,A,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=27,27,"1430.16H, 21 Jan 2026",E-6 Advanced Leader Development Course (ALDC),PASS,Found on stated page.,PASS,
ADV078,PS,E-4,Education Services,Advancement Eligibility,Enlisted Leader Development Courses,Which ELD course corresponds to the pay grades of E-3 and E-4?,Senior Enlisted Academy,Foundational Leader Development Course,Intermediate Leader Development Course,Advanced Leader Development Course,B,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=27,27,"1430.16H, 21 Jan 2026",E-3 and E-4 Foundational Leader Development Course (FLDC),PASS,Found on stated page.,PASS,
ADV079,PS,E-9,Education Services,Advancement Eligibility,General Eligibility Requirements,What course completion is a prerequisite to be selection board eligible for E-9?,Senior Enlisted Academy,CPO Leader Development Course,Command Senior Enlisted Leader Course,Advanced Leader Development Course,A,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=27,27,"1430.16H, 21 Jan 2026",SEA Course completion is a prerequisite to be selection board eligible (SBE) for E-9.,PASS,Found on stated page.,PASS,
ADV080,PS,E-9,Education Services,Advancement Eligibility,General Eligibility Requirements,Which NEC should reflect in the ESR of a Sailor who has completed the Senior Enlisted Academy?,N33Z,8SEA,8CPO,9SEA,B,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=27,27,"1430.16H, 21 Jan 2026",Sailors who have completed the course should verify their electronic service record (ESR) has been updated with the 8SEA Navy enlisted classification (NEC).,PASS,Found on stated page.,PASS,
ADV081,PS,E-5,Education Services,Advancement Eligibility,General Eligibility Requirements,A candidate's most recent evaluation carries a promotion recommendation of Progressing. What is the effect?,Eligible with CO waiver,"Not eligible to participate in an NWAE, RKE, or selection board",Eligible only for MAP,Eligible but loses PNA points,B,BUPERSINST 1430.16H,BUPERSINST-1430.16H.pdf,https://www.mynavyhr.navy.mil/Portals/55/Reference/Instructions/BUPERS/BUPERSINST%201430.16.pdf#page=27,27,"1430.16H, 21 Jan 2026","Any candidate with a most-recent evaluation with promotion recommendation of “Significant Problems” or “Progressing” is not eligible to participate in an NWAE, RKE, or selection board",PASS,Found on stated page.,PASS,
